PathFileType	4	(X/Y/Z)	kinectCoordinates
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
30.00	30.00	66	25	mm	30.00	1	1
Frame#	Time	SpineBase			SpineMid			Neck			Head			ShoulderLeft			ElbowLeft			WristLeft			HandLeft			ShoulderRight			ElbowRight			WristRight			HandRight			HipLeft			KneeLeft			AnkleLeft			FootLeft			HipRigth			KneeRight			AnkleRight			FootRight			SpineShoulder			HandTipLeft			ThumbLeft			HandTipRight			ThumbRight
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X7	Y7	Z7	X8	Y8	Z8	X9	Y9	Z9	X10	Y10	Z10	X11	Y11	Z11	X12	Y12	Z12	X13	Y13	Z13	X14	Y14	Z14	X15	Y15	Z15	X16	Y16	Z16	X17	Y17	Z17	X18	Y18	Z18	X19	Y19	Z19	X20	Y20	Z20	X21	Y21	Z21	X22	Y22	Z22	X23	Y23	Z23	X24	Y24	Z24	X25	Y25	Z25	

21	0.67	0	0	0	23.6099	301.0641	-14.5528	55.7432	590.5669	-22.0713	84.7795	719.7445	4.1876	139.0165	450.5612	-157.5908	147.9259	211.5626	-207.3688	175.6803	0.292	-192.2303	189.7212	-28.2306	-197.8312	-31.7422	478.2966	156.865	-37.1163	265.2006	230.135	90.5917	90.5361	214.5808	102.595	57.048	172.6044	69.5775	-9.0996	-47.0029	45.1864	-338.6637	-84.3831	6.2121	-699.0475	-137.2424	77.6423	-787.6216	-115.2708	-11.6077	2.6757	88.2256	-59.5498	-337.7487	105.5535	-107.7463	-686.2794	107.7584	-53.0024	-774.2652	170.3768	46.1341	519.734	-21.4147	191.1163	-87.2388	-193.0967	190.1641	-40.6827	-162.2534	140.941	-16.5088	165.0748	48.7098	2.4813	191.7391
22	0.7	0	0	0	22.6102	301.5906	-14.3806	54.3176	591.3124	-21.7911	83.3831	720.547	4.4037	137.2083	450.6682	-157.2586	145.4485	212.6827	-208.2284	178.2875	1.8126	-203.2597	192.6315	-23.9909	-212.4526	-33.4364	479.2402	156.7224	-47.9738	264.4884	227.4246	53.1611	73.1548	236.8923	71.579	20.1857	198.9008	69.8131	-9.1019	-47.1329	43.3436	-337.8337	-84.7084	4.494	-698.0356	-136.9741	76.1596	-786.9503	-114.8792	-11.851	2.7205	88.3837	-60.6875	-336.5696	105.515	-109.0503	-685.6026	108.1217	-54.5208	-773.2507	170.5091	44.7677	520.4454	-21.1467	192.708	-85.8674	-207.1192	191.5266	-51.4237	-179.0007	92.1772	-44.3884	201.5758	91.1417	11.2775	252.4776
23	0.73	0	0	0	22.0621	301.7284	-13.8804	53.5043	591.5736	-21.0815	82.6963	720.932	4.6097	136.0211	450.5699	-156.7306	141.7895	213.8315	-213.6493	195.5671	8.4966	-234.9046	201.9824	-14.8442	-240.508	-34.4366	479.5564	157.0174	-65.4814	255.733	228.8139	24.7884	60.5594	258.8859	39.3394	6.1561	254.0285	70.6894	-9.0545	-47.6176	42.5719	-337.6893	-84.7574	3.4323	-698.2262	-136.2285	75.1683	-786.704	-114.1578	-12.4249	2.7128	88.7732	-61.6222	-336.9508	106.2359	-109.5633	-686.3304	108.8691	-55.8519	-774.1116	171.7664	44.0036	520.6587	-20.4746	199.8477	-80.7155	-241.8256	187.3462	-22.6995	-215.7578	51.3545	-55.8286	247.6966	50.7939	-1.0049	289.436
24	0.77	0	0	0	22.1466	301.7828	-13.8983	53.6921	591.785	-21.112	82.9604	721.4736	3.8432	134.961	450.905	-157.5354	139.0415	214.2369	-229.0433	221.2819	27.1735	-288.684	220.6104	-3.4199	-283.0513	-34.4392	479.6626	156.9178	-81.1896	246.8928	231.9151	-18.1613	49.4252	293.5841	-6.7156	8.696	291.4557	70.6319	-9.1396	-47.7584	42.0558	-337.7253	-85.7317	3.2444	-698.5976	-136.3465	75.1849	-786.7619	-114.1615	-12.4164	2.7509	88.8335	-61.6748	-336.7751	106.2506	-109.4414	-686.7109	109.077	-55.6524	-773.6775	171.5621	44.1653	520.8221	-20.5077	214.8611	-67.9588	-290.6336	199.4082	-34.7423	-272.4931	-1.25	-63.7853	284.9858	6.8527	13.5042	327.5043
25	0.8	0	0	0	22.2283	301.7743	-13.9119	53.7317	591.8195	-21.1262	83.5431	721.5436	3.3362	133.7697	451.2247	-160.2014	151.5226	231.9862	-261.0198	256.8635	59.2445	-328.493	254.069	19.9142	-332.9219	-34.6499	479.8362	156.9019	-89.8899	247.3904	239.7574	-55.3846	62.4965	345.9259	-52.5066	22.4028	335.3719	70.6484	-9.1582	-47.8355	41.6777	-337.4954	-86.2542	2.9691	-696.9214	-136.4584	75.2583	-786.6986	-114.1723	-12.4398	2.778	88.9498	-61.618	-336.0946	106.3703	-109.6086	-686.6803	108.9956	-55.9183	-773.4734	171.312	44.2228	520.8491	-20.5262	263.3223	-44.3881	-341.4402	252.5339	-11.3807	-303.1797	-57.063	-44.0576	340.2376	-63.9544	8.3365	366.2749
26	0.83	0	0	0	22.3759	301.745	-13.9861	53.9464	591.8222	-21.2091	84.1201	721.7311	2.8103	133.6918	450.6931	-163.5849	168.1922	240.3206	-298.5449	289.4854	92.7694	-391.9541	284.6048	65.5798	-399.2083	-35.3188	480.356	157.4341	-114.8137	255.0322	257.7681	-98.3679	80.8216	383.6565	-102.8124	48.8501	374.376	70.5462	-9.194	-47.8763	41.7044	-337.4601	-86.5406	3.1746	-697.0881	-136.4044	75.33	-785.0805	-114.233	-12.4106	2.826	89.0236	-61.3759	-336.1485	106.4427	-109.4335	-686.847	108.8261	-55.6256	-773.5494	171.2819	44.4125	520.8414	-20.6066	290.9763	-1.6998	-423.6945	277.0346	35.4177	-382.9591	-124.4485	-17.933	379.6249	-78.6928	59.9501	412.4597
27	0.87	0	0	0	22.4024	301.6725	-14.0326	53.9602	591.7348	-21.2733	84.5414	721.7048	2.3569	133.302	451.1197	-166.9043	187.8903	268.7896	-333.7248	319.36	152.3969	-452.0702	321.1536	111.5429	-475.2778	-37.741	481.0517	159.4786	-137.7259	282.2879	283.4602	-140.6683	129.2112	434.6359	-142.6612	97.2747	428.0959	70.4281	-9.1851	-47.9546	41.7325	-337.1373	-86.9894	2.7982	-697.0857	-136.3251	73.1894	-784.0507	-115.299	-12.2505	2.8811	89.1744	-60.7957	-335.0782	105.9853	-109.499	-687.1922	108.7104	-55.6995	-773.6951	171.0278	44.4347	520.7613	-20.6696	333.3184	68.9565	-508.8187	311.3226	78.9988	-472.9779	-170.342	34.3578	439.2595	-139.417	96.019	462.0704
28	0.9	0	0	0	22.8655	301.32	-13.8034	54.8397	591.3986	-20.6262	85.6653	720.9358	2.1632	133.8404	451.649	-170.4256	199.9645	311.842	-356.6794	332.3235	224.5593	-495.3686	349.0245	181.1094	-545.1993	-40.809	483.163	161.1281	-152.2549	302.8684	298.5581	-175.8404	175.7341	469.6371	-178.634	145.468	481.6716	70.4594	-9.3773	-47.9947	41.7538	-337.9978	-87.4912	3.3254	-698.8285	-136.2729	74.2465	-785.6214	-114.961	-12.3256	3.0737	89.2343	-60.1696	-335.8769	106.2441	-109.2339	-688.4523	108.423	-55.1423	-774.7213	170.8929	45.1976	520.4163	-20.1586	358.3358	147.1062	-579.1186	333.592	145.4999	-570.9361	-139.4	73.6695	522.7546	-136.1618	187.6574	493.7758
29	0.93	0	0	0	23.6211	300.3276	-13.8067	56.0282	589.9846	-20.6053	87.3132	719.2791	2.0945	135.2552	453.8428	-176.9945	219.3032	356.3381	-380.5093	360.2146	301.8815	-526.626	357.9845	291.7293	-546.5131	-43.074	482.8873	162.5802	-166.6485	335.3831	316.7991	-204.7657	253.7486	510.6373	-199.5113	238.6431	519.6347	70.4372	-9.2059	-48.0015	42.0779	-337.7319	-86.1318	3.8434	-700.874	-136.2479	74.9222	-787.9002	-115.0146	-12.3436	2.8545	89.2491	-59.2003	-336.8427	106.6078	-108.6512	-692.0816	108.3241	-54.5335	-776.7098	170.8015	46.2805	519.085	-20.1498	392.7991	243.1083	-607.541	356.98	259.9073	-568.9759	-235.1571	180.3513	565.318	-167.1521	188.303	566.9643
30	0.97	0	0	0	23.6947	299.2688	-13.1714	56.096	588.2364	-19.5986	87.5462	717.164	2.7384	137.0516	456.7477	-180.0592	232.8003	404.4369	-385.131	358.66	381.3339	-549.5621	387.7205	361.2514	-608.3022	-46.0807	482.6943	165.3919	-180.2032	373.9662	338.7722	-224.098	340.472	544.5946	-220.648	319.0676	555.8574	70.7126	-9.1884	-47.7459	42.0724	-340.0194	-85.808	3.3024	-702.8124	-135.6463	74.5672	-790.3199	-114.3558	-12.6673	2.8011	89.0132	-57.9449	-335.6836	107.1705	-108.5743	-693.9019	109.2269	-54.665	-779.1435	171.4103	46.355	517.4783	-19.2252	413.8946	342.337	-656.2473	388.3763	357.252	-627.032	-256.2417	266.1388	613.9026	-190.5809	276.7755	611.0016
31	1	0	0	0	24.7193	297.8474	-12.3968	57.8989	586.1599	-18.151	89.0557	714.4424	3.5317	140.7035	463.9081	-180.7692	242.0214	443.4249	-388.9431	374.1191	446.219	-582.3929	NaN	NaN	NaN	-51.4305	481.285	170.0463	-187.8389	412.1142	360.5389	-233.2466	418.102	567.9759	-253.7525	379.657	615.9756	71.4811	-9.0555	-47.0949	42.8533	-342.3538	-85.3955	4.1801	-705.3884	-134.8717	75.5423	-793.4405	-113.6221	-13.652	2.8625	88.2387	-57.1795	-338.4148	107.7372	-107.8656	-696.9403	109.8908	-53.6958	-782.4869	172.1099	47.9287	515.5294	-17.9886	420.8584	438.5388	-679.5916	403.6851	451.7554	-638.4149	-282.2341	352.2561	655.6191	-215.3527	368.7812	632.3114
